arm,k_shot,count,old_acc_before_increment_mean,old_acc_before_increment_std,old_acc_before_increment_ci95,old_acc_before_increment_min,old_acc_before_increment_max,old_acc_mean,old_acc_std,old_acc_ci95,old_acc_min,old_acc_max,seen_new_acc_mean,seen_new_acc_std,seen_new_acc_ci95,seen_new_acc_min,seen_new_acc_max,H_old_new_mean,H_old_new_std,H_old_new_ci95,H_old_new_min,H_old_new_max,average_forgetting_mean,average_forgetting_std,average_forgetting_ci95,average_forgetting_min,average_forgetting_max,old_to_seen_new_rate_mean,old_to_seen_new_rate_std,old_to_seen_new_rate_ci95,old_to_seen_new_rate_min,old_to_seen_new_rate_max,seen_new_to_old_rate_mean,seen_new_to_old_rate_std,seen_new_to_old_rate_ci95,seen_new_to_old_rate_min,seen_new_to_old_rate_max
full_nonoracle_strict,1,75,0.7404444444444443,0.11557179373087899,0.02633249832814074,0.39166666666666666,0.9416666666666667,0.676,0.12904894276835294,0.029403204363246307,0.36666666666666664,0.95,0.588,0.18281867154824932,0.04165438821610104,0.15,0.975,0.6110322762753564,0.13934085142396,0.031748168118833846,0.24,0.9269058295964124,0.0644444444444444,0.05054029073575182,0.011515371340536254,-0.016666666666666607,0.17500000000000004,0.09244444444444441,0.061300313172623584,0.013966992654725298,0.0,0.25,0.30799999999999994,0.17809922328110625,0.04057908377033221,0.0,0.825
full_nonoracle_strict,2,75,0.7951111111111113,0.09265720708445381,0.021111515810883084,0.6083333333333333,0.95,0.7408888888888887,0.11786034841453279,0.02685393492123803,0.525,0.95,0.6799999999999998,0.15947831618540914,0.03633639626729229,0.225,0.975,0.6991417587008321,0.12353652916637066,0.02814722643582719,0.3234375,0.9154545454545454,0.05422222222222222,0.050080922170344454,0.01141070633889444,-0.025000000000000022,0.16666666666666663,0.06899999999999999,0.054967330364566615,0.012524051831347322,0.0,0.20833333333333334,0.2586666666666667,0.1430904919583719,0.03260250636103029,0.0,0.6
full_nonoracle_strict,5,75,0.8361111111111111,0.07524445757038672,0.017144101421389227,0.6666666666666666,0.95,0.8003333333333335,0.09837042614902479,0.022413246333612875,0.575,0.9416666666666667,0.7559999999999999,0.17281203661782357,0.03937442275853155,0.2,1.0,0.7693088558291558,0.132605968697366,0.030213656259034993,0.31504424778761064,0.9333333333333333,0.035777777777777756,0.03978584648146767,0.009065020989433624,-0.01666666666666672,0.15000000000000002,0.04544444444444443,0.04157308008380328,0.009472233894297669,0.0,0.15,0.2093333333333333,0.14876006035073916,0.0338942912801165,0.0,0.8
full_nonoracle_strict,10,75,0.855222222222222,0.06843181701699082,0.015591872800621612,0.675,0.95,0.8304444444444442,0.08547788682344966,0.01947574091575339,0.6333333333333333,0.95,0.8186666666666668,0.13675363086790623,0.03115868188895443,0.45,1.0,0.8207331092847107,0.10270029287399057,0.02339978642800418,0.5528571428571428,0.9537117903930132,0.02477777777777776,0.029249037126707376,0.006664257742959672,-0.01666666666666672,0.1333333333333333,0.03499999999999997,0.033719979789985595,0.007682941336987259,0.0,0.14166666666666666,0.154,0.11640733081153724,0.026522871585051212,0.0,0.55
full_nonoracle_strict,20,75,0.8752222222222217,0.057702515083084376,0.013147251010856823,0.7416666666666667,0.9583333333333334,0.8566666666666665,0.07916228058025278,0.018036759262258967,0.6833333333333333,0.9583333333333334,0.8486666666666669,0.11415583890259645,0.02600987957364346,0.6,1.0,0.8503652692403663,0.08841659798237195,0.020145312652776057,0.6461538461538462,0.966594827586207,0.018555555555555547,0.027741309394359533,0.006320728957001812,-0.025000000000000022,0.10833333333333328,0.026555555555555554,0.029959643637960387,0.006826166147817597,0.0,0.10833333333333334,0.12966666666666674,0.09369216734723465,0.021347326716897316,0.0,0.325
